node_type,name,description,source,page,relevance_score,domain
Topic,Performance,A quality attribute that defines how quickly a system responds to requests.,Design It!_ From Programmer to Software Architect.pdf,83,0.8,QualityAttribute
Topic,Security,A quality attribute that ensures the protection of data and resources from unauthorized access.,Design It!_ From Programmer to Software Architect.pdf,83,0.9,QualityAttribute
Topic,Reliability,A quality attribute that measures the ability of a system to perform its required functions under stated conditions for a specified period.,Design It!_ From Programmer to Software Architect.pdf,83,0.85,QualityAttribute
Topic,Microservices,An architectural style that structures an application as a collection of loosely coupled services.,Design It!_ From Programmer to Software Architect.pdf,136,0.9,ArchPattern
Topic,Multi-Tier Pattern,"An architectural pattern that separates an application into multiple layers, typically including presentation, business logic, and data access layers.",Design It!_ From Programmer to Software Architect.pdf,136,0.85,ArchPattern
Topic,Service-Oriented Architecture (SOA),"An architectural pattern that allows services to communicate over a network, promoting reusability and interoperability.",Design It!_ From Programmer to Software Architect.pdf,136,0.8,ArchPattern
Topic,Workshop Presentation Document,A shared document used for collaborative presentation of architectural ideas.,Design It!_ From Programmer to Software Architect.pdf,136,0.7,CodeStructure
Topic,Layered Architecture,"An architectural pattern that organizes code into layers, each with distinct responsibilities.",Design It!_ From Programmer to Software Architect.pdf,121,0.9,ArchPattern
Topic,Domain Model,"A conceptual model that describes the various entities, value objects, and aggregates in a domain.;A conceptual model that describes the various entities, value objects, and aggregates in a domain-driven design approach.",Design It!_ From Programmer to Software Architect.pdf,121,0.9,DDDConcept
Topic,Module,A self-contained unit of code that encapsulates related classes and functions.,Design It!_ From Programmer to Software Architect.pdf,121,0.85,CodeStructure
Topic,Functional Module,A module that groups classes and functions based on specific functionality.,Design It!_ From Programmer to Software Architect.pdf,121,0.8,CodeStructure
Topic,Ubiquitous Language,A common language used by both developers and non-developers to describe the domain model.,Design It!_ From Programmer to Software Architect.pdf,121,0.75,DDDConcept
Topic,Load Balancer,A component that distributes incoming network traffic across multiple servers to ensure availability and reliability.,Design It!_ From Programmer to Software Architect.pdf,145,0.9,CodeStructure
Topic,Search Index,"A stateful component that stores and retrieves search data, potentially impacting system performance.;A stateful component that stores and retrieves search data, identified as a potential performance bottleneck.",Design It!_ From Programmer to Software Architect.pdf,145,0.85,CodeStructure
Topic,Health Check,"A mechanism to monitor the status of components, ensuring system reliability and availability.;A mechanism to monitor the status of components, ensuring system availability and reliability.",Design It!_ From Programmer to Software Architect.pdf,145,0.8,QualityAttribute
Topic,Availability,"A quality attribute that ensures the system is operational and accessible when needed.;A quality attribute that ensures the system remains operational and accessible, even in the event of component failures.",Design It!_ From Programmer to Software Architect.pdf,145,0.9,QualityAttribute
Topic,Mapping View,"A design pattern that combines multiple views to show relationships between system elements.;A design pattern that combines multiple views to show relationships between elements, aiding in understanding system architecture.",Design It!_ From Programmer to Software Architect.pdf,145,0.75,DesignPattern
Topic,Work Assignment View,A design pattern that maps team assignments to system components for better project management.,Design It!_ From Programmer to Software Architect.pdf,145,0.7,DesignPattern
Topic,Layered Architecture,"An architectural pattern that organizes code into layers, each with distinct responsibilities, such as display, business logic, and service access.;An architectural pattern that separates concerns into different layers, such as presentation, business logic, and data access.",Design It!_ From Programmer to Software Architect.pdf,143,0.9,ArchPattern
Topic,Display Layer,"The layer responsible for presenting data to the user, part of the layered architecture.",Design It!_ From Programmer to Software Architect.pdf,143,0.8,CodeStructure
Topic,Business Layer,"The layer that contains business logic and rules, facilitating communication between the display and service access layers.",Design It!_ From Programmer to Software Architect.pdf,143,0.8,CodeStructure
Topic,Service Access Layer,"The layer that handles communication with external services or data sources, part of the layered architecture.;A layer responsible for accessing services, typically interacting with external systems or APIs.",Design It!_ From Programmer to Software Architect.pdf,143,0.8,CodeStructure
Topic,Maintainability,"A software quality attribute that refers to how easily a software system can be modified to correct faults, improve performance, or adapt to a changed environment.;A software quality attribute that focuses on the ease of maintaining and updating the software.;A software quality attribute that measures how easily a software system can be modified.",Design It!_ From Programmer to Software Architect.pdf,143,0.7,QualityAttribute
