id,source,target,relationship_type
rel_002203,Design Pattern,Performance,RELATES_TO
rel_002204,Design Pattern,Reliability,RELATES_TO
rel_002205,Design Pattern,Scalability,RELATES_TO
rel_002206,Design Pattern,Security,RELATES_TO
rel_002207,Design Pattern,Structural Design Patterns,CONTAINS
rel_002208,Design Pattern,Structural Pattern,RELATES_TO
rel_002209,Design Pattern,Structural Patterns,CONTAINS
rel_002210,Design Pattern,Top-Down Design,RELATES_TO
rel_002211,Design Patterns,Analysis Patterns,PART_OF
rel_002212,Design Patterns,Architectural Patterns,PART_OF
rel_002213,Design Patterns,Architectural Patterns,RELATES_TO
rel_002214,Design Patterns,Consistency,RELATES_TO
rel_002215,Design Patterns,Creational Patterns,CONTAINS
rel_002216,Design Patterns,Factory,RELATES_TO
rel_002217,Design Patterns,Gang of Four (GoF),RELATES_TO
rel_002218,Design Patterns,Getter and Setter,RELATES_TO
rel_002219,Design Patterns,Object-Oriented Design,IMPLEMENTS
rel_002220,Design Patterns,Object-Oriented Design Methods,RELATES_TO
rel_002221,Design Patterns,Performance-Tuning Patterns,PART_OF
rel_002222,Design Patterns,Refactoring,RELATES_TO
rel_002223,Design Patterns,Reusability,RELATES_TO
rel_002224,Design Patterns,Singleton,RELATES_TO
rel_002225,Design Patterns,User Interface Design Patterns,PART_OF
rel_002226,Design Patterns Vocabulary,Design Patterns,RELATES_TO
rel_002227,Design Phase,Comments-First Approach,IMPLEMENTS
rel_002228,Design Rationale,Maintainability,RELATES_TO
rel_002229,Design Review,Refactoring,RELATES_TO
rel_002230,Design Simplicity,Complexity Management,RELATES_TO
rel_002231,Design Sketches,GPSD Protocol,PART_OF
rel_002232,Design Stamina Hypothesis,Refactoring,RELATES_TO
rel_002233,Design Strategies,Maintainability,RELATES_TO
rel_002234,Design Strategies,Performance,RELATES_TO
rel_002235,Design Strategies,Reliability,RELATES_TO
rel_002236,Design Strategies,Scalability,RELATES_TO
rel_002237,Design Strategies,Security,RELATES_TO
rel_002238,Design Structure Matrices,Maintainability,RELATES_TO
rel_002239,Design System,Aesthetic Treatment,CONTAINS
rel_002240,Design System,Interface Elements,CONTAINS
rel_002241,Design Thinking Mindsets,Maintainability,IMPLEMENTS
rel_002242,Design Time,User Interface,PART_OF
rel_002243,Design for Change,Architectural Decisions,RELATES_TO
rel_002244,Design for Change,Defer Binding Decisions,RELATES_TO
rel_002245,Design for Extensibility,Keep It Simple,RELATES_TO
rel_002246,Design for Testability,API for Testing Business Rules,IMPLEMENTS
rel_002247,Design for Testability,Component Architecture,RELATES_TO
rel_002248,Design for Testability,Maintainability,RELATES_TO
rel_002249,Design-for-Reuse,Design-with-Reuse,RELATES_TO
rel_002250,Design-for-commonality,Control-of-variability,RELATES_TO
rel_002251,Design-it-Twice Principle,Module,RELATES_TO
rel_002252,Detailed Design,Abstraction,IMPLEMENTS
rel_002253,Detailed Design,Component,CONTAINS
rel_002254,Detailed Design,Component Design,CONTAINS
rel_002255,Detailed Design,Component Design,DEPENDS_ON
rel_002256,Detailed Design,Construction Phase,PART_OF
rel_002257,Detailed Design,Design Patterns,DEPENDS_ON
rel_002258,Detailed Design,Interface Design,CONTAINS
rel_002259,Detailed Design,Interfaces,CONTAINS
rel_002260,Detailed Design,Module,CONTAINS
rel_002261,Detailed Design,Quality Attributes,RELATES_TO
rel_002262,Detailed Design,Software Design Document,CONTAINS
rel_002263,Detailed Report,Control Break,IMPLEMENTS
rel_002264,Detailed Report,Summary Report,RELATES_TO
rel_002265,Determine Component Dependencies,Microservices,RELATES_TO
rel_002266,Deterministic System,Reliability,DEPENDS_ON
rel_002267,Dev-Ops Strategy,Service,PART_OF
rel_002268,Dev/Sec/Ops,Security,RELATES_TO
rel_002269,DevOps,Acceptance Test-Driven Development (ATDD),RELATES_TO
rel_002270,DevOps,ISO/IEC/IEEE 12207,RELATES_TO
rel_002271,DevOps,Rollback Strategy,RELATES_TO
rel_002272,DevOps Practices,Performance,DEPENDS_ON
rel_002273,Development Phase,Change Management,IMPLEMENTS
rel_002274,Development-for-Reuse,Model-Based Development,PART_OF
rel_002275,Development-with-Reuse,Model-Based Development,PART_OF
rel_002276,Device Removal Event,Packet Sniffer,DEPENDS_ON
rel_002277,Diagnostics Outbreak Cache Server,Diagnostics Engine Interface,CONTAINS
rel_002278,Diagnostics System API Gateway,Third-Party Diagnostics Engine,DEPENDS_ON
rel_002279,Dialect,ExecutionContext,RELATES_TO
rel_002280,Dialect,Pool,PART_OF
rel_002281,Dialog,HelpHandler,IMPLEMENTS
rel_002282,Dialog Box,FontDialogDirector,DEPENDS_ON
rel_002283,DialogDirector,FontDialogDirector,IMPLEMENTS
rel_002284,DialogDirector,Widget,CONTAINS
rel_002285,Dialogue Design,Activity Diagram,RELATES_TO
rel_002286,Dialogue Management,Maintainability,DEPENDS_ON
rel_002287,Dialogue Management,Performance,DEPENDS_ON
rel_002288,"Different Layer, Different Abstraction",Empty Selection,RELATES_TO
rel_002289,Digital Learning Environment,Service-Oriented Architecture,IMPLEMENTS
rel_002290,Digital Signature,API and Toolkit,RELATES_TO
rel_002291,Digital Twins,Machine Learning in Testing,PART_OF
rel_002292,DigitalClock,ClockTimer,DEPENDS_ON
rel_002293,DigitalClock,Observer,IMPLEMENTS
rel_002294,DinerMenu,DinerMenuIterator,CONTAINS
rel_002295,DinerMenu,Iterator Pattern,IMPLEMENTS
rel_002296,DinerMenu,Menu Interface,IMPLEMENTS
rel_002297,DinerMenu,MenuItem,CONTAINS
rel_002298,DinerMenu,Waitress,PART_OF
rel_002299,DinerMenu,createIterator,CONTAINS
rel_002300,DinerMenuIterator,ArrayList,DEPENDS_ON
rel_002301,DinerMenuIterator,Iterator,IMPLEMENTS
rel_002302,Direct Manipulation Interface,Form-based Interface,RELATES_TO
rel_002303,Direct Manipulation Metaphor,Desktop Metaphor,RELATES_TO
rel_002304,Directed Acyclic Graph (DAG),Changeset,CONTAINS
rel_002305,Directed Acyclic Graph (DAG),Commit,CONTAINS
rel_002306,Directed Acyclic Graph (DAG),Component,CONTAINS
rel_002307,Directed Acyclic Graph (DAG),Content Node,CONTAINS
rel_002308,Directed Acyclic Graph (DAG),Dependency Structure,CONTAINS
rel_002309,Director,Builder Pattern,IMPLEMENTS
rel_002310,Director,Builder Pattern,RELATES_TO
rel_002311,Director,ConcreteBuilder,DEPENDS_ON
rel_002312,DisableTeamMemberCommand,occurredOn,CONTAINS
rel_002313,Disconnected Domain Model,BacklogItem,RELATES_TO
rel_002314,Discoverability,User Interface Design,DEPENDS_ON
rel_002315,Discoverability Principle,Consistency in Code Style,RELATES_TO
rel_002316,Discovery Services,Performance,RELATES_TO
rel_002317,Discrete Simulation,Simulation,PART_OF
rel_002318,Discussion,Aggregate,CONTAINS
rel_002319,DiscussionStartedListener,ProductService,DEPENDS_ON
rel_002320,Discussions Context,Application Layer,DEPENDS_ON
rel_002321,Dispatch Command Module,REST Interface,DEPENDS_ON
rel_002322,Dispatch Command Module,Security Breach Risk,CONTAINS
rel_002323,Dispatcher,CommandProcessor,CONTAINS
rel_002324,Dispatcher,HTTPD Server,DEPENDS_ON
rel_002325,Display Business Component,Search Service,DEPENDS_ON
rel_002326,Display Business Component,Utility Classes,CONTAINS
rel_002327,Display Element Interface,Observer Interface,IMPLEMENTS
rel_002328,Distributed Architecture,End-to-End Principle,RELATES_TO
rel_002329,Distributed Architecture,Latency,RELATES_TO
rel_002330,Distributed Architecture,Messaging Library,IMPLEMENTS
rel_002331,Distributed Architecture,Microservices,PART_OF
rel_002332,Distributed Architecture,Network Reliability,RELATES_TO
rel_002333,Distributed Cache,Caching,IMPLEMENTS
rel_002334,Distributed Cache,Consistency,RELATES_TO
rel_002335,Distributed Cache,Performance,RELATES_TO
rel_002336,Distributed Component Architecture,Middleware,RELATES_TO
rel_002337,Distributed System,Concurrency,RELATES_TO
rel_002338,Distributed System,Fault Tolerance,RELATES_TO
rel_002339,Distributed System,Openness,RELATES_TO
rel_002340,Distributed System,Resource Sharing,RELATES_TO
rel_002341,Distributed System,Scalability,RELATES_TO
rel_002342,Distributed System,Timestamping,CONTAINS
rel_002343,Distributed Systems,Failure Management,RELATES_TO
rel_002344,Distributed Systems,Quality of Service,RELATES_TO
rel_002345,Distributed Systems,Scalability,RELATES_TO
rel_002346,Distributed Systems,Security,RELATES_TO
rel_002347,Distributed Transaction,Service Mesh,DEPENDS_ON
rel_002348,Distribution of Components,Integration and Interoperability,RELATES_TO
rel_002349,Distutils,Distribution,CONTAINS
rel_002350,Distutils,Simple Index Protocol,DEPENDS_ON
rel_002351,Distutils,XML-RPC APIs,DEPENDS_ON
rel_002352,Diversity,Dependability,IMPLEMENTS
rel_002353,Diversity in Hardware and Software,Fault-Tolerant Architecture,IMPLEMENTS
rel_002354,Diversity in Hardware and Software,Self-Monitoring Architecture,IMPLEMENTS
rel_002355,Divide and Conquer,Functional Fixedness,RELATES_TO
rel_002356,Divide-and-Conquer,Function-Oriented Design,RELATES_TO
rel_002357,Django Web Framework,Caching Mechanism,IMPLEMENTS
rel_002358,DoS Attack Prevention Mechanisms,Security,IMPLEMENTS
rel_002359,Docker Containers,Cloud Provider Infrastructure,DEPENDS_ON
rel_002360,Document,Flyweight,IMPLEMENTS
rel_002361,Document Database,Aggregate,RELATES_TO
rel_002362,Document Structure,Formatting Policies,DEPENDS_ON
rel_002363,Document Structure,Graphical Primitives,CONTAINS
rel_002364,Document Structure,Graphical Primitives,DEPENDS_ON
rel_002365,Documentation,Impact Analysis,CONTAINS
rel_002366,Documentation,Maintainability,RELATES_TO
rel_002367,Documentation,Processing.js,RELATES_TO
rel_002368,Documentation,Software Quality Assurance (SQA),RELATES_TO
rel_002369,Documentation Comments,Maintainability,RELATES_TO
rel_002370,Documentation Practices,Usability Sacrifice,RELATES_TO
rel_002371,Documentation Tool (Haddock),GHC API,DEPENDS_ON
rel_002372,Documentation of Patterns,Creational Pattern,PART_OF
rel_002373,Documenting Behavior,Documenting Architectural Layers,RELATES_TO
rel_002374,Documenting Interfaces,Documenting Architectural Layers,RELATES_TO
rel_002375,Domain Class,Class Diagram,RELATES_TO
rel_002376,Domain Class,Domain Model Class Diagram,RELATES_TO
rel_002377,Domain Event,Aggregate,PART_OF
rel_002378,Domain Event,Aggregate,RELATES_TO
rel_002379,Domain Event,BacklogItemCommitted,RELATES_TO
rel_002380,Domain Event,Bounded Context,DEPENDS_ON
rel_002381,Domain Event,Bounded Context,PART_OF
rel_002382,Domain Event,Bounded Context,RELATES_TO
rel_002383,Domain Event,Event Sourcing,RELATES_TO
rel_002384,Domain Event,Event Store,DEPENDS_ON
rel_002385,Domain Event,Event Store,PART_OF
rel_002386,Domain Event,Hexagonal Architecture,PART_OF
rel_002387,Domain Event,Observer Pattern,IMPLEMENTS
rel_002388,Domain Event,Publish-Subscribe,RELATES_TO
rel_002389,Domain Event,Publish-Subscribe Pattern,RELATES_TO
rel_002390,Domain Event,Ubiquitous Language,RELATES_TO
rel_002391,Domain Event Publisher,Application Service,PART_OF
rel_002392,Domain Event Publisher,Application Service,RELATES_TO
rel_002393,Domain Events,Bounded Context,RELATES_TO
rel_002394,Domain Events,Event Storming,PART_OF
rel_002395,Domain Events,Event Storming,RELATES_TO
rel_002396,Domain Events,Hypermedia Navigation,RELATES_TO
rel_002397,Domain Layer,Data Access Layer,RELATES_TO
rel_002398,Domain Layer,Infrastructure Layer,DEPENDS_ON
rel_002399,Domain Model,Aggregate,CONTAINS
rel_002400,Domain Model,Bounded Context,PART_OF
rel_002401,Domain Model,Bounded Context,RELATES_TO
rel_002402,Domain Model,ContactService,DEPENDS_ON
rel_002403,Domain Model,Module,PART_OF
rel_002404,Domain Model,Ubiquitous Language,DEPENDS_ON
rel_002405,Domain Model,Ubiquitous Language,RELATES_TO
rel_002406,Domain Model Class Diagram,Database Model,RELATES_TO
rel_002407,Domain Model Class Diagram,Entity-Relationship Diagram (ERD),RELATES_TO
rel_002408,Domain Model Class Diagram,System Sequence Diagram (SSD),RELATES_TO
rel_002409,Domain Model Class Diagram,Use Case Diagram,RELATES_TO
rel_002410,Domain Modeling,Aggregate,RELATES_TO
rel_002411,Domain Modeling,Bounded Context,RELATES_TO
rel_002412,Domain Modeling,Database Design,RELATES_TO
rel_002413,Domain Modeling,Entity,RELATES_TO
rel_002414,Domain Modeling,Value Object,RELATES_TO
rel_002415,Domain Partitioning,Microservices Architecture,RELATES_TO
rel_002416,Domain Partitioning,Modular Monolith,RELATES_TO
rel_002417,Domain Service,Application Service,RELATES_TO
rel_002418,Domain Service,Bounded Context,DEPENDS_ON
rel_002419,Domain Service,Bounded Context,PART_OF
rel_002420,Domain Service,Domain Event,IMPLEMENTS
rel_002421,Domain Service,Domain Event,RELATES_TO
rel_002422,Domain Service,Entity,DEPENDS_ON
rel_002423,Domain Service,Factory Method,DEPENDS_ON
rel_002424,Domain Service,Factory Method,IMPLEMENTS
rel_002425,Domain Service,Plug-In Component,CONTAINS
rel_002426,Domain Service,Ubiquitous Language,CONTAINS
rel_002427,Domain Service,Value Object,RELATES_TO
rel_002428,Domain Services,Aggregate,DEPENDS_ON
rel_002429,Domain Services,Anemic Domain Model,RELATES_TO
rel_002430,Domain Services,Application Services,DEPENDS_ON
rel_002431,Domain Services,AuthenticationService,RELATES_TO
rel_002432,Domain knowledge,Functional safety requirements,CONTAINS
rel_002433,Domain-Based Class Model,Use Case,RELATES_TO
rel_002434,Domain-Based Data Writer,Data Writer,IMPLEMENTS
rel_002435,Domain-Driven Design,Aggregate,CONTAINS
rel_002436,Domain-Driven Design,Aggregate,RELATES_TO
rel_002437,Domain-Driven Design,Aggregate Pattern,IMPLEMENTS
rel_002438,Domain-Driven Design,Bounded Context,CONTAINS
rel_002439,Domain-Driven Design,Bounded Context,RELATES_TO
rel_002440,Domain-Driven Design,CQRS,IMPLEMENTS
rel_002441,Domain-Driven Design,Command/Query Responsibility Segregation (CQRS),RELATES_TO
rel_002442,Domain-Driven Design,DDD-Lite,RELATES_TO
rel_002443,Domain-Driven Design,Entity,CONTAINS
rel_002444,Domain-Driven Design,Entity,RELATES_TO
rel_002445,Domain-Driven Design,Event Sourcing,RELATES_TO
rel_002446,Domain-Driven Design,Factory,IMPLEMENTS
rel_002447,Domain-Driven Design,Factory,RELATES_TO
rel_002448,Domain-Driven Design,Maintainability,RELATES_TO
rel_002449,Domain-Driven Design,Modular Monolith,IMPLEMENTS
rel_002450,Domain-Driven Design,Quality Attributes,RELATES_TO
rel_002451,Domain-Driven Design,Repository,IMPLEMENTS
rel_002452,Domain-Driven Design,Repository Pattern,RELATES_TO
rel_002453,Domain-Driven Design,Subdomain,CONTAINS
rel_002454,Domain-Driven Design,Ubiquitous Language,CONTAINS
rel_002455,Domain-Driven Design,Ubiquitous Language,RELATES_TO
rel_002456,Domain-Driven Design,Value Object,CONTAINS
rel_002457,Domain-Driven Design,Value Object,RELATES_TO
rel_002458,Domain-Driven Design (DDD),Bounded Context,CONTAINS
rel_002459,Domain-Driven Design (DDD),Event-Driven Architecture,DEPENDS_ON
rel_002460,Domain-Driven Design (DDD),Service-Oriented Architecture,RELATES_TO
rel_002461,Domain-Driven Design (DDD),Ubiquitous Language,CONTAINS
rel_002462,Domain-Specific Fitness Functions,Security,RELATES_TO
rel_002463,Domain-Specific Software Architecture,Reusable Classes,PART_OF
rel_002464,Domain-Specific Software Architecture,Reusable Classes,RELATES_TO
rel_002465,DomainEvent,Bounded Context,PART_OF
rel_002466,DomainEvent-Publisher,Domain Event,IMPLEMENTS
rel_002467,DomainEventPublisher,BacklogItem,RELATES_TO
rel_002468,DomainEventPublisher,Domain Event,CONTAINS
rel_002469,DomainEventPublisher,DomainEventSubscriber,CONTAINS
rel_002470,DomainEventPublisher,DomainEventSubscriber,RELATES_TO
rel_002471,DomainEventPublisher,Event,CONTAINS
rel_002472,DomainEventPublisher,Observer Pattern,IMPLEMENTS
rel_002473,DomainEventPublisher,RabbitMQ,DEPENDS_ON
rel_002474,DomainEventPublisher,publish(),IMPLEMENTS
rel_002475,DomainEventPublisher,subscribe(),IMPLEMENTS
rel_002476,DomainRegistry,Domain Services,CONTAINS
rel_002477,DomainRegistry,Tenant,CONTAINS
rel_002478,DomainRegistry,User,CONTAINS
rel_002479,Don't Repeat Yourself (DRY),Event-Driven Architecture (EDA),RELATES_TO
rel_002480,Don't Repeat Yourself (DRY),Tangled Solutions,RELATES_TO
rel_002481,Door,Prototype,IMPLEMENTS
rel_002482,Double Dispatch,Visitor Pattern,RELATES_TO
rel_002483,Drawing,Shape,CONTAINS
rel_002484,DrawingController,Tool Class,DEPENDS_ON
rel_002485,Drop-down Menus,Design System,PART_OF
rel_002486,Duck,DecoyDuck,IMPLEMENTS
rel_002487,Duck,FlyBehavior,DEPENDS_ON
rel_002488,Duck,Flyable,DEPENDS_ON
rel_002489,Duck,MallardDuck,IMPLEMENTS
rel_002490,Duck,QuackBehavior,DEPENDS_ON
rel_002491,Duck,Quackable,DEPENDS_ON
rel_002492,Duck,Quackable Interface,IMPLEMENTS
rel_002493,Duck,RedheadDuck,IMPLEMENTS
rel_002494,Duck,RubberDuck,IMPLEMENTS
rel_002495,Duck,TurkeyAdapter,IMPLEMENTS
rel_002496,Duck,performFly,CONTAINS
rel_002497,Duck,performQuack,CONTAINS
rel_002498,Duck Class,Comparable Interface,IMPLEMENTS
rel_002499,Duck Class,FlyBehavior Interface,CONTAINS
rel_002500,Duck Class,QuackBehavior Interface,CONTAINS
rel_002501,Duck Class,sort() Method,DEPENDS_ON
rel_002502,Duck Object,Subject,DEPENDS_ON
rel_002503,DuckAdapter,Adapter,IMPLEMENTS
rel_002504,DuckAdapter,Adapter Pattern,IMPLEMENTS
rel_002505,DuckCall,Quackable,IMPLEMENTS
rel_002506,DuckSimulator,AbstractDuckFactory,DEPENDS_ON
rel_002507,DuckSimulator,QuackCounter,DEPENDS_ON
rel_002508,DuckSimulator,Quackable,CONTAINS
rel_002509,DuckSimulator,Quackologist,DEPENDS_ON
rel_002510,Duplication,Refactoring,RELATES_TO
rel_002511,Duration Filter,Duration Calculator,DEPENDS_ON
rel_002512,DvrServerProxy,DvrSystem,DEPENDS_ON
rel_002513,Dynamic Architecture,Component,CONTAINS
rel_002514,Dynamic Architecture,Variability Guide,PART_OF
rel_002515,Dynamic Call Sites,Maintainability,RELATES_TO
rel_002516,Dynamic Call Sites,Performance,RELATES_TO
rel_002517,Dynamic Class Definition,VisTrails Package,DEPENDS_ON
rel_002518,Dynamic Coupling Matrix,Scalability,RELATES_TO
rel_002519,Dynamic Discovery Service,Integration Tactics,RELATES_TO
rel_002520,Dynamic Invocation Interface (DII),Low Fault-Tolerance,RELATES_TO
rel_002521,Dynamic Language Choice,Puppet Module,DEPENDS_ON
rel_002522,Dynamic Language Runtime (DLR),Agile Development Model,PART_OF
rel_002523,Dynamic Language Runtime (DLR),IronPython,IMPLEMENTS
rel_002524,Dynamic Language Runtime (DLR),IronRuby,IMPLEMENTS
rel_002525,Dynamic Language Runtime (DLR),Maintainability,CONTAINS
rel_002526,Dynamic Language Runtime (DLR),Meta-Object Protocol,RELATES_TO
rel_002527,Dynamic Language Runtime (DLR),Parser,CONTAINS
rel_002528,Dynamic Language Runtime (DLR),Tokenizer,CONTAINS
rel_002529,Dynamic Libraries,IO Factory,DEPENDS_ON
